1,113.353288,23.152193,road-1
1,113.353286,23.152193,road-1
1,113.353284,23.152193,road-1
1,113.353282,23.152194,road-1
1,113.35328,23.152194,road-1
1,113.353278,23.152194,road-1
1,113.353277,23.152194,road-1
1,113.353275,23.152195,road-1
1,113.353273,23.152195,road-1
1,113.353271,23.152195,road-1
1,113.353269,23.152196,road-1
1,113.353267,23.152196,road-1
1,113.353265,23.152196,road-1
1,113.353263,23.152196,road-1
1,113.353261,23.152197,road-1
1,113.353259,23.152197,road-1
1,113.353257,23.152197,road-1
1,113.353255,23.152198,road-1
1,113.353253,23.152198,road-1
1,113.353251,23.152198,road-1
1,113.353249,23.152198,road-1
1,113.353248,23.152199,road-1
1,113.353246,23.152199,road-1
1,113.353244,23.152199,road-1
1,113.353242,23.152199,road-1
1,113.35324,23.1522,road-1
1,113.353238,23.1522,road-1
1,113.353236,23.1522,road-1
1,113.353234,23.152201,road-1
1,113.353232,23.152201,road-1
1,113.35323,23.152201,road-1
1,113.353228,23.152201,road-1
1,113.353226,23.152202,road-1
1,113.353224,23.152202,road-1
1,113.353222,23.152202,road-1
1,113.35322,23.152203,road-1
1,113.353219,23.152203,road-1
1,113.353217,23.152203,road-1
1,113.353215,23.152203,road-1
1,113.353213,23.152204,road-1
1,113.353211,23.152204,road-1
1,113.353209,23.152204,road-1
1,113.353207,23.152204,road-1
1,113.353205,23.152205,road-1
1,113.353203,23.152205,road-1
1,113.353201,23.152205,road-1
1,113.353199,23.152206,road-1
1,113.353197,23.152206,road-1
1,113.353195,23.152206,road-1
1,113.353193,23.152206,road-1
1,113.353191,23.152207,road-1
1,113.353189,23.152207,road-1
1,113.353188,23.152207,road-1
1,113.353186,23.152208,road-1
1,113.353184,23.152208,road-1
1,113.353182,23.152208,road-1
1,113.35318,23.152208,road-1
1,113.353178,23.152209,road-1
1,113.353176,23.152209,road-1
1,113.353174,23.152209,road-1
1,113.353172,23.15221,road-1
1,113.35317,23.15221,road-1
1,113.353168,23.15221,road-1
1,113.353166,23.15221,road-1
1,113.353164,23.152211,road-1
1,113.353162,23.152211,road-1
1,113.35316,23.152211,road-1
1,113.353159,23.152211,road-1
1,113.353157,23.152212,road-1
1,113.353155,23.152212,road-1
1,113.353153,23.152212,road-1
1,113.353151,23.152213,road-1
1,113.353149,23.152213,road-1
1,113.353147,23.152213,road-1
1,113.353145,23.152213,road-1
1,113.353143,23.152214,road-1
1,113.353141,23.152214,road-1
1,113.353139,23.152214,road-1
1,113.353137,23.152215,road-1
1,113.353135,23.152215,road-1
1,113.353133,23.152215,road-1
1,113.353131,23.152215,road-1
1,113.353129,23.152216,road-1
1,113.353128,23.152216,road-1
1,113.353126,23.152216,road-1
1,113.353124,23.152216,road-1
1,113.353122,23.152217,road-1
1,113.35312,23.152217,road-1
