1,3,113.352305,23.160295,0,2019-01-05 21:29:01.157240
2,3,113.352305,23.160295,0,2019-01-05 21:29:02.157240
3,3,113.352305,23.160295,0,2019-01-05 21:29:03.157240
4,3,113.352305,23.160295,0,2019-01-05 21:29:04.157240
5,3,113.352305,23.160295,0,2019-01-05 21:29:05.157240
6,3,113.352305,23.160295,0,2019-01-05 21:29:06.157240
7,3,113.352305,23.160295,0,2019-01-05 21:29:07.157240
8,3,113.352305,23.160295,0,2019-01-05 21:29:08.157240
9,3,113.352305,23.160295,0,2019-01-05 21:29:09.157240
10,3,113.352305,23.160295,0,2019-01-05 21:29:10.157240
11,3,113.352305,23.160295,0,2019-01-05 21:29:11.157240
12,3,113.352305,23.160295,0,2019-01-05 21:29:12.157240
13,3,113.352305,23.160295,0,2019-01-05 21:29:13.157240
14,3,113.352305,23.160295,0,2019-01-05 21:29:14.157240
15,3,113.352305,23.160295,0,2019-01-05 21:29:15.157240
16,3,113.352305,23.160295,0,2019-01-05 21:29:16.157240
17,3,113.352305,23.160295,0,2019-01-05 21:29:17.157240
18,3,113.352305,23.160295,0,2019-01-05 21:29:18.157240
19,3,113.352305,23.160295,0,2019-01-05 21:29:19.157240
20,3,113.352305,23.160295,0,2019-01-05 21:29:20.157240
21,3,113.352305,23.160295,0,2019-01-05 21:29:21.157240
22,3,113.352305,23.160295,0,2019-01-05 21:29:22.157240
23,3,113.352305,23.160295,0,2019-01-05 21:29:23.157240
24,3,113.352305,23.160295,0,2019-01-05 21:29:24.157240
25,3,113.352305,23.160295,0,2019-01-05 21:29:25.157240
26,3,113.352305,23.160295,0,2019-01-05 21:29:26.157240
27,3,113.352299,23.160293,0.5149141335245101,2019-01-05 21:29:27.157240
28,3,113.352286,23.16029,1.3900531138970869,2019-01-05 21:29:28.157240
29,3,113.352261,23.160284,2.5874423657657926,2019-01-05 21:29:29.157240
30,3,113.352226,23.160275,3.746412849511044,2019-01-05 21:29:30.157240
31,3,113.352183,23.160265,4.615937380107297,2019-01-05 21:29:31.157240
32,3,113.352131,23.160252,5.680461722740648,2019-01-05 21:29:32.157240
33,3,113.35207,23.160237,6.571743000000427,2019-01-05 21:29:33.157240
34,3,113.352009,23.160223,6.475130760071896,2019-01-05 21:29:34.157240
35,3,113.351951,23.16021,6.297092817743981,2019-01-05 21:29:35.157240
36,3,113.351892,23.160196,6.334060411171903,2019-01-05 21:29:36.157240
37,3,113.351833,23.160182,6.237130201986866,2019-01-05 21:29:37.157240
38,3,113.351776,23.160168,6.04600381993406,2019-01-05 21:29:38.157240
39,3,113.351719,23.160155,6.066591576793277,2019-01-05 21:29:39.157240
40,3,113.351663,23.160142,6.09522950722213,2019-01-05 21:29:40.157240
41,3,113.351608,23.160129,5.932836522367464,2019-01-05 21:29:41.157240
42,3,113.351551,23.160116,6.094749907185362,2019-01-05 21:29:42.157240
43,3,113.351496,23.160103,5.904447640963223,2019-01-05 21:29:43.157240
44,3,113.35144,23.16009,6.0553760787094255,2019-01-05 21:29:44.157240
45,3,113.351383,23.160076,6.040834681072845,2019-01-05 21:29:45.157240
46,3,113.351325,23.160063,6.228710192451107,2019-01-05 21:29:46.157240
47,3,113.351318,23.16002,6.103086518843994,2019-01-05 21:29:47.157240
48,3,113.351331,23.159966,6.248301939335045,2019-01-05 21:29:48.157240
49,3,113.351343,23.15991,6.333766389882147,2019-01-05 21:29:49.157240
50,3,113.351356,23.159854,6.48175631608478,2019-01-05 21:29:50.157240
51,3,113.35137,23.159796,6.596123971700444,2019-01-05 21:29:51.157240
52,3,113.351383,23.15974,6.491942095215136,2019-01-05 21:29:52.157240
53,3,113.351395,23.159686,6.311871728691608,2019-01-05 21:29:53.157240
54,3,113.351408,23.159631,6.28174673117131,2019-01-05 21:29:54.157240
55,3,113.351421,23.159577,6.343474835164288,2019-01-05 21:29:55.157240
56,3,113.351434,23.159521,6.527286072151373,2019-01-05 21:29:56.157240
57,3,113.351447,23.159461,6.717918130014352,2019-01-05 21:29:57.157240
58,3,113.35146,23.159403,6.785987919940173,2019-01-05 21:29:58.157240
59,3,113.351474,23.159344,6.929298494174985,2019-01-05 21:29:59.157240
60,3,113.351488,23.159284,6.939579771525325,2019-01-05 21:30:00.157240
61,3,113.351502,23.159224,6.833006166869835,2019-01-05 21:30:01.157240
62,3,113.351517,23.159163,7.018132997746811,2019-01-05 21:30:02.157240
63,3,113.351531,23.159102,6.9772200531930135,2019-01-05 21:30:03.157240
64,3,113.351545,23.159041,7.115660663680717,2019-01-05 21:30:04.157240
65,3,113.35156,23.15898,7.111307477258205,2019-01-05 21:30:05.157240
66,3,113.351574,23.158919,6.9881113119601155,2019-01-05 21:30:06.157240
67,3,113.351605,23.158862,7.158817162425998,2019-01-05 21:30:07.157240
68,3,113.351637,23.158805,7.171561456027039,2019-01-05 21:30:08.157240
69,3,113.351633,23.158748,7.290263883014051,2019-01-05 21:30:09.157240
